type,size,threads,time (rdtsc),clocks per sec,transfer rate (MB/s)
broadcast,64,1,369592,2095197276,22.14
gather,64,1,75364,2095197276,108.60
transfer,64,1,60632,2095197276,134.98
gather,64,1,70784,2095197276,115.62
broadcast,64,1,130146,2095197276,62.89
gather,64,1,69104,2095197276,118.44
transfer,64,1,51588,2095197276,158.65
gather,64,1,60992,2095197276,134.19
broadcast,64,1,109790,2095197276,74.55
gather,64,1,64200,2095197276,127.48
transfer,64,1,47208,2095197276,173.37
gather,64,1,62570,2095197276,130.80
broadcast,64,1,93330,2095197276,87.69
gather,64,1,54488,2095197276,150.20
transfer,64,1,45460,2095197276,180.03
gather,64,1,62554,2095197276,130.84
broadcast,64,1,96952,2095197276,84.42
gather,64,1,55434,2095197276,147.64
transfer,64,1,49238,2095197276,166.22
gather,64,1,63308,2095197276,129.28
broadcast,128,1,108670,2095197276,150.63
gather,128,1,71452,2095197276,229.09
transfer,128,1,48406,2095197276,338.15
gather,128,1,77218,2095197276,211.98
broadcast,128,1,108718,2095197276,150.56
gather,128,1,69314,2095197276,236.15
transfer,128,1,48876,2095197276,334.90
gather,128,1,76480,2095197276,214.03
broadcast,128,1,127752,2095197276,128.13
gather,128,1,71074,2095197276,230.31
transfer,128,1,48342,2095197276,338.60
gather,128,1,80812,2095197276,202.55
broadcast,128,1,106656,2095197276,153.47
gather,128,1,80974,2095197276,202.15
transfer,128,1,49176,2095197276,332.86
gather,128,1,81606,2095197276,200.58
broadcast,128,1,108294,2095197276,151.15
gather,128,1,69422,2095197276,235.79
transfer,128,1,49846,2095197276,328.39
gather,128,1,78194,2095197276,209.33
broadcast,256,1,127756,2095197276,256.25
gather,256,1,101734,2095197276,321.79
transfer,256,1,61970,2095197276,528.28
gather,256,1,114308,2095197276,286.40
broadcast,256,1,120806,2095197276,270.99
gather,256,1,99256,2095197276,329.83
transfer,256,1,62966,2095197276,519.92
gather,256,1,107752,2095197276,303.82
broadcast,256,1,126932,2095197276,257.91
gather,256,1,101288,2095197276,323.21
transfer,256,1,63042,2095197276,519.30
gather,256,1,108202,2095197276,302.56
broadcast,256,1,126544,2095197276,258.70
gather,256,1,96242,2095197276,340.16
transfer,256,1,61920,2095197276,528.71
gather,256,1,107182,2095197276,305.44
broadcast,256,1,123562,2095197276,264.95
gather,256,1,102940,2095197276,318.02
transfer,256,1,61702,2095197276,530.57
gather,256,1,106488,2095197276,307.43
broadcast,512,1,159346,2095197276,410.90
gather,512,1,159402,2095197276,410.75
transfer,512,1,90088,2095197276,726.79
gather,512,1,170190,2095197276,384.72
broadcast,512,1,159180,2095197276,411.33
gather,512,1,160076,2095197276,409.02
transfer,512,1,89710,2095197276,729.85
gather,512,1,171122,2095197276,382.62
broadcast,512,1,158082,2095197276,414.18
gather,512,1,161938,2095197276,404.32
transfer,512,1,91076,2095197276,718.90
gather,512,1,170004,2095197276,385.14
broadcast,512,1,152898,2095197276,428.23
gather,512,1,158544,2095197276,412.98
transfer,512,1,89396,2095197276,732.41
gather,512,1,170460,2095197276,384.11
broadcast,512,1,151784,2095197276,431.37
gather,512,1,163192,2095197276,401.21
transfer,512,1,90800,2095197276,721.09
gather,512,1,168208,2095197276,389.25
broadcast,1024,1,140232,2095197276,933.81
gather,1024,1,162424,2095197276,806.22
transfer,1024,1,984526,2095197276,133.01
gather,1024,1,158180,2095197276,827.85
broadcast,1024,1,153464,2095197276,853.29
gather,1024,1,159490,2095197276,821.05
transfer,1024,1,91658,2095197276,1428.68
gather,1024,1,162634,2095197276,805.18
broadcast,1024,1,160454,2095197276,816.12
gather,1024,1,163828,2095197276,799.31
transfer,1024,1,93040,2095197276,1407.46
gather,1024,1,160876,2095197276,813.98
broadcast,1024,1,149720,2095197276,874.63
gather,1024,1,161950,2095197276,808.58
transfer,1024,1,89050,2095197276,1470.52
gather,1024,1,165152,2095197276,792.90
broadcast,1024,1,151636,2095197276,863.58
gather,1024,1,160796,2095197276,814.38
transfer,1024,1,91868,2095197276,1425.41
gather,1024,1,160806,2095197276,814.33
broadcast,2048,1,145864,2095197276,1795.51
gather,2048,1,161070,2095197276,1626.00
transfer,2048,1,92118,2095197276,2843.09
gather,2048,1,168942,2095197276,1550.23
broadcast,2048,1,155964,2095197276,1679.23
gather,2048,1,165936,2095197276,1578.32
transfer,2048,1,91018,2095197276,2877.45
gather,2048,1,161648,2095197276,1620.18
broadcast,2048,1,154676,2095197276,1693.21
gather,2048,1,163364,2095197276,1603.17
transfer,2048,1,93760,2095197276,2793.30
gather,2048,1,168390,2095197276,1555.32
broadcast,2048,1,161762,2095197276,1619.04
gather,2048,1,161662,2095197276,1620.04
transfer,2048,1,92814,2095197276,2821.77
gather,2048,1,168446,2095197276,1554.80
broadcast,2048,1,156184,2095197276,1676.87
gather,2048,1,163052,2095197276,1606.23
transfer,2048,1,91866,2095197276,2850.89
gather,2048,1,158290,2095197276,1654.56
broadcast,4096,1,210602,2095197276,2487.15
gather,4096,1,301734,2095197276,1735.96
transfer,4096,1,146954,2095197276,3564.38
gather,4096,1,311688,2095197276,1680.52
broadcast,4096,1,217350,2095197276,2409.93
gather,4096,1,1560562,2095197276,335.65
transfer,4096,1,182784,2095197276,2865.67
gather,4096,1,299732,2095197276,1747.56
broadcast,4096,1,214578,2095197276,2441.07
gather,4096,1,300178,2095197276,1744.96
transfer,4096,1,149240,2095197276,3509.78
gather,4096,1,309994,2095197276,1689.71
broadcast,4096,1,217458,2095197276,2408.74
gather,4096,1,299354,2095197276,1749.77
transfer,4096,1,150066,2095197276,3490.46
gather,4096,1,310860,2095197276,1685.00
broadcast,4096,1,215952,2095197276,2425.54
gather,4096,1,298498,2095197276,1754.78
transfer,4096,1,150622,2095197276,3477.58
gather,4096,1,317568,2095197276,1649.41
broadcast,8192,1,324766,2095197276,3225.70
gather,8192,1,550974,2095197276,1901.36
transfer,8192,1,257734,2095197276,4064.65
gather,8192,1,560314,2095197276,1869.66
broadcast,8192,1,326886,2095197276,3204.78
gather,8192,1,574274,2095197276,1824.21
transfer,8192,1,259086,2095197276,4043.44
gather,8192,1,572512,2095197276,1829.83
broadcast,8192,1,336448,2095197276,3113.70
gather,8192,1,720416,2095197276,1454.16
transfer,8192,1,260058,2095197276,4028.33
gather,8192,1,566382,2095197276,1849.63
broadcast,8192,1,326554,2095197276,3208.04
gather,8192,1,800420,2095197276,1308.81
transfer,8192,1,259476,2095197276,4037.36
gather,8192,1,671628,2095197276,1559.79
broadcast,8192,1,311630,2095197276,3361.67
gather,8192,1,676804,2095197276,1547.86
transfer,8192,1,257930,2095197276,4061.56
gather,8192,1,666354,2095197276,1572.14
broadcast,16384,1,549510,2095197276,3812.85
gather,16384,1,1178534,2095197276,1777.80
transfer,16384,1,487430,2095197276,4298.46
gather,16384,1,1225738,2095197276,1709.34
broadcast,16384,1,535786,2095197276,3910.51
gather,16384,1,1161736,2095197276,1803.51
transfer,16384,1,487488,2095197276,4297.95
gather,16384,1,1256112,2095197276,1668.00
broadcast,16384,1,540440,2095197276,3876.84
gather,16384,1,1455476,2095197276,1439.53
transfer,16384,1,500040,2095197276,4190.06
gather,16384,1,1151300,2095197276,1819.85
broadcast,16384,1,533764,2095197276,3925.33
gather,16384,1,1359554,2095197276,1541.09
transfer,16384,1,485088,2095197276,4319.21
gather,16384,1,1101334,2095197276,1902.42
broadcast,16384,1,548838,2095197276,3817.51
gather,16384,1,1163524,2095197276,1800.73
transfer,16384,1,486254,2095197276,4308.85
gather,16384,1,1301320,2095197276,1610.06
broadcast,32768,1,1004738,2095197276,4170.63
gather,32768,1,2750738,2095197276,1523.37
transfer,32768,1,961054,2095197276,4360.21
gather,32768,1,2528318,2095197276,1657.38
broadcast,32768,1,1044504,2095197276,4011.85
gather,32768,1,2295524,2095197276,1825.46
transfer,32768,1,930978,2095197276,4501.07
gather,32768,1,2289846,2095197276,1829.99
broadcast,32768,1,982280,2095197276,4265.99
gather,32768,1,2115636,2095197276,1980.68
transfer,32768,1,934042,2095197276,4486.30
gather,32768,1,2161642,2095197276,1938.52
broadcast,32768,1,985996,2095197276,4249.91
gather,32768,1,2197844,2095197276,1906.59
transfer,32768,1,935442,2095197276,4479.59
gather,32768,1,2079982,2095197276,2014.63
broadcast,32768,1,986494,2095197276,4247.76
gather,32768,1,2209012,2095197276,1896.95
transfer,32768,1,968190,2095197276,4328.07
gather,32768,1,2875642,2095197276,1457.20
broadcast,65536,1,1925856,2095197276,4351.72
gather,65536,1,4364914,2095197276,1920.04
transfer,65536,1,1901488,2095197276,4407.49
gather,65536,1,4679760,2095197276,1790.86
broadcast,65536,1,1947150,2095197276,4304.13
gather,65536,1,4532808,2095197276,1848.92
transfer,65536,1,1871586,2095197276,4477.91
gather,65536,1,4411742,2095197276,1899.66
broadcast,65536,1,1891798,2095197276,4430.07
gather,65536,1,4649642,2095197276,1802.46
transfer,65536,1,1863838,2095197276,4496.52
gather,65536,1,4361950,2095197276,1921.34
broadcast,65536,1,1887836,2095197276,4439.36
gather,65536,1,4675062,2095197276,1792.66
transfer,65536,1,1882354,2095197276,4452.29
gather,65536,1,4641680,2095197276,1805.55
broadcast,65536,1,1908964,2095197276,4390.23
gather,65536,1,4227944,2095197276,1982.24
transfer,65536,1,1871680,2095197276,4477.68
gather,65536,1,4823874,2095197276,1737.36
broadcast,131072,1,3709310,2095197276,4518.79
gather,131072,1,10116296,2095197276,1656.89
transfer,131072,1,3876852,2095197276,4323.50
gather,131072,1,8425898,2095197276,1989.29
broadcast,131072,1,3686350,2095197276,4546.93
gather,131072,1,9331898,2095197276,1796.16
transfer,131072,1,3704616,2095197276,4524.51
gather,131072,1,8824490,2095197276,1899.44
broadcast,131072,1,4223798,2095197276,3968.37
gather,131072,1,8808534,2095197276,1902.88
transfer,131072,1,3695664,2095197276,4535.47
gather,131072,1,8171034,2095197276,2051.34
broadcast,131072,1,3750530,2095197276,4469.12
gather,131072,1,8830808,2095197276,1898.08
transfer,131072,1,3751314,2095197276,4468.19
gather,131072,1,9292818,2095197276,1803.71
broadcast,131072,1,3697432,2095197276,4533.30
gather,131072,1,8799904,2095197276,1904.75
transfer,131072,1,3655320,2095197276,4585.53
gather,131072,1,8810322,2095197276,1902.49
broadcast,262144,1,7255896,2095197276,4620.13
gather,262144,1,19133298,2095197276,1752.08
transfer,262144,1,8726596,2095197276,3841.49
gather,262144,1,15882622,2095197276,2110.68
broadcast,262144,1,7246504,2095197276,4626.11
gather,262144,1,18043130,2095197276,1857.95
transfer,262144,1,8054276,2095197276,4162.16
gather,262144,1,15835784,2095197276,2116.92
broadcast,262144,1,7298582,2095197276,4593.11
gather,262144,1,17189392,2095197276,1950.22
transfer,262144,1,7224466,2095197276,4640.23
gather,262144,1,15760074,2095197276,2127.09
broadcast,262144,1,7315450,2095197276,4582.51
gather,262144,1,17189808,2095197276,1950.18
transfer,262144,1,8046438,2095197276,4166.21
gather,262144,1,15423528,2095197276,2173.51
broadcast,262144,1,7312470,2095197276,4584.38
gather,262144,1,18340928,2095197276,1827.78
transfer,262144,1,7167766,2095197276,4676.93
gather,262144,1,16193064,2095197276,2070.22
broadcast,524288,1,14348712,2095197276,4672.64
gather,524288,1,39024118,2095197276,1718.07
transfer,524288,1,17487304,2095197276,3834.00
gather,524288,1,30600030,2095197276,2191.05
broadcast,524288,1,14207360,2095197276,4719.13
gather,524288,1,46888646,2095197276,1429.91
transfer,524288,1,17681000,2095197276,3792.00
gather,524288,1,29671392,2095197276,2259.63
broadcast,524288,1,14466536,2095197276,4634.58
gather,524288,1,37625528,2095197276,1781.94
transfer,524288,1,15048658,2095197276,4455.30
gather,524288,1,30041744,2095197276,2231.77
broadcast,524288,1,14521354,2095197276,4617.08
gather,524288,1,38450100,2095197276,1743.72
transfer,524288,1,16623198,2095197276,4033.30
gather,524288,1,31172006,2095197276,2150.85
broadcast,524288,1,14525448,2095197276,4615.78
gather,524288,1,38600060,2095197276,1736.95
transfer,524288,1,18189834,2095197276,3685.92
gather,524288,1,32091084,2095197276,2089.25
broadcast,1048576,1,27835630,2095197276,4817.30
gather,1048576,1,68975966,2095197276,1944.05
transfer,1048576,1,31773626,2095197276,4220.25
gather,1048576,1,58886634,2095197276,2277.13
broadcast,1048576,1,26587574,2095197276,5043.43
gather,1048576,1,69569268,2095197276,1927.47
transfer,1048576,1,31585652,2095197276,4245.37
gather,1048576,1,59743242,2095197276,2244.48
broadcast,1048576,1,26583150,2095197276,5044.27
gather,1048576,1,69830796,2095197276,1920.25
transfer,1048576,1,31793248,2095197276,4217.64
gather,1048576,1,58833252,2095197276,2279.20
broadcast,1048576,1,26045498,2095197276,5148.40
gather,1048576,1,69621326,2095197276,1926.03
transfer,1048576,1,31902486,2095197276,4203.20
gather,1048576,1,59115652,2095197276,2268.31
broadcast,1048576,1,28749634,2095197276,4664.15
gather,1048576,1,70145952,2095197276,1911.62
transfer,1048576,1,31709324,2095197276,4228.81
gather,1048576,1,58926408,2095197276,2275.59
broadcast,2097152,1,49140084,2095197276,5457.57
gather,2097152,1,130020716,2095197276,2062.63
transfer,2097152,1,76512404,2095197276,3505.12
gather,2097152,1,119824786,2095197276,2238.15
broadcast,2097152,1,44571400,2095197276,6016.98
gather,2097152,1,131770148,2095197276,2035.25
transfer,2097152,1,75016590,2095197276,3575.01
gather,2097152,1,119759200,2095197276,2239.37
broadcast,2097152,1,45439674,2095197276,5902.01
gather,2097152,1,130943602,2095197276,2048.10
transfer,2097152,1,71467846,2095197276,3752.53
gather,2097152,1,120580346,2095197276,2224.12
broadcast,2097152,1,48044990,2095197276,5581.96
gather,2097152,1,130377314,2095197276,2056.99
transfer,2097152,1,75368404,2095197276,3558.32
gather,2097152,1,119266850,2095197276,2248.62
broadcast,2097152,1,46088620,2095197276,5818.90
gather,2097152,1,131283280,2095197276,2042.80
transfer,2097152,1,73149894,2095197276,3666.24
gather,2097152,1,120452460,2095197276,2226.48
broadcast,4194304,1,73694536,2095197276,7278.29
gather,4194304,1,287571810,2095197276,1865.17
transfer,4194304,1,141372482,2095197276,3794.02
gather,4194304,1,239532884,2095197276,2239.24
broadcast,4194304,1,68722362,2095197276,7804.89
gather,4194304,1,252066834,2095197276,2127.89
transfer,4194304,1,140084338,2095197276,3828.91
gather,4194304,1,238717924,2095197276,2246.88
broadcast,4194304,1,68126176,2095197276,7873.19
gather,4194304,1,252590000,2095197276,2123.48
transfer,4194304,1,140969600,2095197276,3804.87
gather,4194304,1,239074396,2095197276,2243.53
broadcast,4194304,1,69499708,2095197276,7717.59
gather,4194304,1,253281976,2095197276,2117.68
transfer,4194304,1,140717210,2095197276,3811.69
gather,4194304,1,238899468,2095197276,2245.17
broadcast,4194304,1,68207030,2095197276,7863.86
gather,4194304,1,251772124,2095197276,2130.38
transfer,4194304,1,140909768,2095197276,3806.48
gather,4194304,1,240224156,2095197276,2232.79
broadcast,8388608,1,115332358,2095197276,9301.30
gather,8388608,1,494950686,2095197276,2167.37
transfer,8388608,1,269814062,2095197276,3975.85
gather,8388608,1,478090532,2095197276,2243.80
broadcast,8388608,1,113510236,2095197276,9450.61
gather,8388608,1,489427930,2095197276,2191.83
transfer,8388608,1,264526432,2095197276,4055.33
gather,8388608,1,473510306,2095197276,2265.51
broadcast,8388608,1,114436120,2095197276,9374.15
gather,8388608,1,493064962,2095197276,2175.66
transfer,8388608,1,264465504,2095197276,4056.26
gather,8388608,1,477398812,2095197276,2247.05
broadcast,8388608,1,118379462,2095197276,9061.88
gather,8388608,1,561299780,2095197276,1911.17
transfer,8388608,1,267756996,2095197276,4006.40
gather,8388608,1,472004388,2095197276,2272.74
broadcast,8388608,1,110287446,2095197276,9726.77
gather,8388608,1,494448618,2095197276,2169.57
transfer,8388608,1,264791278,2095197276,4051.27
gather,8388608,1,477620422,2095197276,2246.01
broadcast,16777216,1,212678870,2095197276,10087.89
gather,16777216,1,967364270,2095197276,2217.86
transfer,16777216,1,512816106,2095197276,4183.73
gather,16777216,1,955807802,2095197276,2244.68
broadcast,16777216,1,211828948,2095197276,10128.37
gather,16777216,1,961611796,2095197276,2231.13
transfer,16777216,1,510355250,2095197276,4203.90
gather,16777216,1,937975810,2095197276,2287.35
broadcast,16777216,1,205416224,2095197276,10444.56
gather,16777216,1,966419680,2095197276,2220.03
transfer,16777216,1,511212610,2095197276,4196.85
gather,16777216,1,1021616694,2095197276,2100.09
broadcast,16777216,1,211000310,2095197276,10168.15
gather,16777216,1,957228960,2095197276,2241.35
transfer,16777216,1,513393552,2095197276,4179.02
gather,16777216,1,955345036,2095197276,2245.77
broadcast,16777216,1,212108928,2095197276,10115.00
gather,16777216,1,967278336,2095197276,2218.06
transfer,16777216,1,516125302,2095197276,4156.90
gather,16777216,1,957473596,2095197276,2240.77
broadcast,33554432,1,518686546,2095197276,8272.75
gather,33554432,1,1863944674,2095197276,2302.09
transfer,33554432,1,993144532,2095197276,4320.58
gather,33554432,1,1838443086,2095197276,2334.02
broadcast,33554432,1,525887394,2095197276,8159.47
gather,33554432,1,1862821828,2095197276,2303.48
transfer,33554432,1,987511412,2095197276,4345.23
gather,33554432,1,1981594154,2095197276,2165.41
broadcast,33554432,1,520337404,2095197276,8246.50
gather,33554432,1,1889516886,2095197276,2270.93
transfer,33554432,1,986462530,2095197276,4349.85
gather,33554432,1,1836309014,2095197276,2336.73
broadcast,33554432,1,527124480,2095197276,8140.32
gather,33554432,1,1861769226,2095197276,2304.78
transfer,33554432,1,985741510,2095197276,4353.03
gather,33554432,1,1845935956,2095197276,2324.55
broadcast,33554432,1,525677276,2095197276,8162.73
gather,33554432,1,1862375080,2095197276,2304.03
transfer,33554432,1,986117054,2095197276,4351.37
gather,33554432,1,1847537286,2095197276,2322.53
broadcast,64,2,202886,2095197276,40.34
gather,64,2,62968,2095197276,129.98
transfer,64,2,45304,2095197276,180.65
gather,64,2,61774,2095197276,132.49
broadcast,64,2,108936,2095197276,75.13
gather,64,2,60772,2095197276,134.67
transfer,64,2,44470,2095197276,184.04
gather,64,2,65598,2095197276,124.77
broadcast,64,2,96774,2095197276,84.57
gather,64,2,55482,2095197276,147.51
transfer,64,2,44492,2095197276,183.95
gather,64,2,65956,2095197276,124.09
broadcast,64,2,95940,2095197276,85.31
gather,64,2,54368,2095197276,150.54
transfer,64,2,46264,2095197276,176.91
gather,64,2,65228,2095197276,125.47
broadcast,64,2,102924,2095197276,79.52
gather,64,2,61194,2095197276,133.74
transfer,64,2,48440,2095197276,168.96
gather,64,2,60880,2095197276,134.43
broadcast,128,2,107874,2095197276,151.74
gather,128,2,69918,2095197276,234.11
transfer,128,2,48262,2095197276,339.16
gather,128,2,80064,2095197276,204.45
broadcast,128,2,99798,2095197276,164.02
gather,128,2,74506,2095197276,219.70
transfer,128,2,49466,2095197276,330.91
gather,128,2,76726,2095197276,213.34
broadcast,128,2,116338,2095197276,140.70
gather,128,2,71634,2095197276,228.51
transfer,128,2,49458,2095197276,330.96
gather,128,2,82204,2095197276,199.12
broadcast,128,2,127170,2095197276,128.72
gather,128,2,74230,2095197276,220.51
transfer,128,2,52588,2095197276,311.26
gather,128,2,77350,2095197276,211.62
broadcast,128,2,110916,2095197276,147.58
gather,128,2,70166,2095197276,233.29
transfer,128,2,50714,2095197276,322.77
gather,128,2,79076,2095197276,207.00
broadcast,256,2,125554,2095197276,260.74
gather,256,2,96276,2095197276,340.04
transfer,256,2,62660,2095197276,522.46
gather,256,2,103724,2095197276,315.62
broadcast,256,2,125446,2095197276,260.97
gather,256,2,96208,2095197276,340.28
transfer,256,2,62148,2095197276,526.77
gather,256,2,108298,2095197276,302.29
broadcast,256,2,124100,2095197276,263.80
gather,256,2,99144,2095197276,330.20
transfer,256,2,62570,2095197276,523.21
gather,256,2,105372,2095197276,310.68
broadcast,256,2,124630,2095197276,262.68
gather,256,2,100042,2095197276,327.24
transfer,256,2,65534,2095197276,499.55
gather,256,2,111506,2095197276,293.59
broadcast,256,2,116810,2095197276,280.26
gather,256,2,104090,2095197276,314.51
transfer,256,2,62664,2095197276,522.43
gather,256,2,103304,2095197276,316.90
broadcast,512,2,141190,2095197276,463.74
gather,512,2,167700,2095197276,390.43
transfer,512,2,92496,2095197276,707.87
gather,512,2,173062,2095197276,378.33
broadcast,512,2,154878,2095197276,422.75
gather,512,2,162768,2095197276,402.26
transfer,512,2,89720,2095197276,729.77
gather,512,2,188684,2095197276,347.01
broadcast,512,2,155366,2095197276,421.42
gather,512,2,162380,2095197276,403.22
transfer,512,2,89156,2095197276,734.39
gather,512,2,166830,2095197276,392.46
broadcast,512,2,154498,2095197276,423.79
gather,512,2,159470,2095197276,410.58
transfer,512,2,90780,2095197276,721.25
gather,512,2,168350,2095197276,388.92
broadcast,512,2,141674,2095197276,462.15
gather,512,2,162574,2095197276,402.74
transfer,512,2,89164,2095197276,734.32
gather,512,2,172674,2095197276,379.18
broadcast,1024,2,165790,2095197276,789.85
gather,1024,2,174758,2095197276,749.32
transfer,1024,2,97994,2095197276,1336.30
gather,1024,2,161064,2095197276,813.03
broadcast,1024,2,160308,2095197276,816.86
gather,1024,2,168584,2095197276,776.76
transfer,1024,2,93036,2095197276,1407.52
gather,1024,2,161962,2095197276,808.52
broadcast,1024,2,150468,2095197276,870.28
gather,1024,2,160836,2095197276,814.18
transfer,1024,2,88832,2095197276,1474.13
gather,1024,2,170452,2095197276,768.25
broadcast,1024,2,156230,2095197276,838.19
gather,1024,2,162846,2095197276,804.13
transfer,1024,2,92784,2095197276,1411.34
gather,1024,2,161108,2095197276,812.81
broadcast,1024,2,143328,2095197276,913.64
gather,1024,2,163616,2095197276,800.35
transfer,1024,2,92216,2095197276,1420.03
gather,1024,2,159972,2095197276,818.58
broadcast,2048,2,161052,2095197276,1626.18
gather,2048,2,163992,2095197276,1597.03
transfer,2048,2,92260,2095197276,2838.71
gather,2048,2,167020,2095197276,1568.07
broadcast,2048,2,158278,2095197276,1654.68
gather,2048,2,164664,2095197276,1590.51
transfer,2048,2,91050,2095197276,2876.44
gather,2048,2,167870,2095197276,1560.13
broadcast,2048,2,157816,2095197276,1659.53
gather,2048,2,163962,2095197276,1597.32
transfer,2048,2,91036,2095197276,2876.88
gather,2048,2,171514,2095197276,1526.99
broadcast,2048,2,156662,2095197276,1671.75
gather,2048,2,166206,2095197276,1575.75
transfer,2048,2,93288,2095197276,2807.43
gather,2048,2,172430,2095197276,1518.88
broadcast,2048,2,154802,2095197276,1691.84
gather,2048,2,164536,2095197276,1591.75
transfer,2048,2,91040,2095197276,2876.75
gather,2048,2,178214,2095197276,1469.58
broadcast,4096,2,223176,2095197276,2347.02
gather,4096,2,294492,2095197276,1778.65
transfer,4096,2,146892,2095197276,3565.88
gather,4096,2,305644,2095197276,1713.76
broadcast,4096,2,214286,2095197276,2444.39
gather,4096,2,293136,2095197276,1786.88
transfer,4096,2,149278,2095197276,3508.88
gather,4096,2,315424,2095197276,1660.62
broadcast,4096,2,216262,2095197276,2422.06
gather,4096,2,292612,2095197276,1790.08
transfer,4096,2,147156,2095197276,3559.48
gather,4096,2,313688,2095197276,1669.81
broadcast,4096,2,213726,2095197276,2450.80
gather,4096,2,294558,2095197276,1778.26
transfer,4096,2,147874,2095197276,3542.20
gather,4096,2,300732,2095197276,1741.75
broadcast,4096,2,211388,2095197276,2477.90
gather,4096,2,313712,2095197276,1669.68
transfer,4096,2,148050,2095197276,3537.99
gather,4096,2,320164,2095197276,1636.03
broadcast,8192,2,311458,2095197276,3363.53
gather,8192,2,758392,2095197276,1381.34
transfer,8192,2,258954,2095197276,4045.50
gather,8192,2,640522,2095197276,1635.54
broadcast,8192,2,321094,2095197276,3262.59
gather,8192,2,580474,2095197276,1804.73
transfer,8192,2,256956,2095197276,4076.96
gather,8192,2,664382,2095197276,1576.80
broadcast,8192,2,323246,2095197276,3240.87
gather,8192,2,587878,2095197276,1782.00
transfer,8192,2,258440,2095197276,4053.55
gather,8192,2,574920,2095197276,1822.16
broadcast,8192,2,323180,2095197276,3241.53
gather,8192,2,643594,2095197276,1627.73
transfer,8192,2,256466,2095197276,4084.75
gather,8192,2,658456,2095197276,1590.99
broadcast,8192,2,306208,2095197276,3421.20
gather,8192,2,578348,2095197276,1811.36
transfer,8192,2,259468,2095197276,4037.49
gather,8192,2,592672,2095197276,1767.59
broadcast,16384,2,555362,2095197276,3772.67
gather,16384,2,1092110,2095197276,1918.49
transfer,16384,2,481018,2095197276,4355.76
gather,16384,2,1153598,2095197276,1816.23
broadcast,16384,2,551176,2095197276,3801.32
gather,16384,2,1263436,2095197276,1658.33
transfer,16384,2,477652,2095197276,4386.45
gather,16384,2,1093152,2095197276,1916.66
broadcast,16384,2,536492,2095197276,3905.37
gather,16384,2,1180854,2095197276,1774.31
transfer,16384,2,477702,2095197276,4385.99
gather,16384,2,1370804,2095197276,1528.44
broadcast,16384,2,538528,2095197276,3890.60
gather,16384,2,1082620,2095197276,1935.30
transfer,16384,2,480420,2095197276,4361.18
gather,16384,2,1087200,2095197276,1927.15
broadcast,16384,2,550290,2095197276,3807.44
gather,16384,2,1183408,2095197276,1770.48
transfer,16384,2,482874,2095197276,4339.01
gather,16384,2,1076758,2095197276,1945.84
broadcast,32768,2,987176,2095197276,4244.83
gather,32768,2,2281428,2095197276,1836.74
transfer,32768,2,921152,2095197276,4549.08
gather,32768,2,2366302,2095197276,1770.86
broadcast,32768,2,996792,2095197276,4203.88
gather,32768,2,2669676,2095197276,1569.63
transfer,32768,2,951716,2095197276,4402.99
gather,32768,2,2361110,2095197276,1774.76
broadcast,32768,2,1018324,2095197276,4114.99
gather,32768,2,2319606,2095197276,1806.51
transfer,32768,2,942898,2095197276,4444.17
gather,32768,2,2661626,2095197276,1574.37
broadcast,32768,2,991918,2095197276,4224.54
gather,32768,2,2531670,2095197276,1655.19
transfer,32768,2,936490,2095197276,4474.57
gather,32768,2,2291442,2095197276,1828.72
broadcast,32768,2,1006910,2095197276,4161.64
gather,32768,2,2149542,2095197276,1949.44
transfer,32768,2,951518,2095197276,4403.90
gather,32768,2,2459302,2095197276,1703.90
broadcast,65536,2,1906244,2095197276,4396.49
gather,65536,2,4611460,2095197276,1817.38
transfer,65536,2,1873310,2095197276,4473.79
gather,65536,2,4466424,2095197276,1876.40
broadcast,65536,2,1908684,2095197276,4390.87
gather,65536,2,4761360,2095197276,1760.17
transfer,65536,2,1883614,2095197276,4449.31
gather,65536,2,4598280,2095197276,1822.59
broadcast,65536,2,1891400,2095197276,4431.00
gather,65536,2,4130248,2095197276,2029.12
transfer,65536,2,1886594,2095197276,4442.29
gather,65536,2,4322854,2095197276,1938.72
broadcast,65536,2,1885726,2095197276,4444.33
gather,65536,2,4030022,2095197276,2079.59
transfer,65536,2,1854840,2095197276,4518.34
gather,65536,2,4822760,2095197276,1737.76
broadcast,65536,2,1872890,2095197276,4474.79
gather,65536,2,4578070,2095197276,1830.64
transfer,65536,2,1890092,2095197276,4434.06
gather,65536,2,4094688,2095197276,2046.75
broadcast,131072,2,3658666,2095197276,4581.34
gather,131072,2,8282192,2095197276,2023.81
transfer,131072,2,3705080,2095197276,4523.95
gather,131072,2,8741772,2095197276,1917.41
broadcast,131072,2,3680576,2095197276,4554.06
gather,131072,2,9088320,2095197276,1844.30
transfer,131072,2,3730304,2095197276,4493.35
gather,131072,2,8835780,2095197276,1897.01
broadcast,131072,2,3693122,2095197276,4538.59
gather,131072,2,8914930,2095197276,1880.17
transfer,131072,2,3709554,2095197276,4518.49
gather,131072,2,8715698,2095197276,1923.15
broadcast,131072,2,3696790,2095197276,4534.09
gather,131072,2,8590388,2095197276,1951.20
transfer,131072,2,3720462,2095197276,4505.24
gather,131072,2,8602436,2095197276,1948.47
broadcast,131072,2,3647870,2095197276,4594.89
gather,131072,2,8318430,2095197276,2014.99
transfer,131072,2,3706720,2095197276,4521.94
